lead_id,created_date,lead_source,company_size,industry,sales_rep,current_stage,mql_date,demo_booked_date,days_mql_to_demo_booked,demo_completed_date,trial_start_date,closed_date,deal_value,churned
L-3254,4/11/2025,Cold Outreach,SMB (11-50),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-3255,3/21/2026,Paid Ads,Mid-Market (51-200),HR Tech,Maria Santos,MQL,3/25/2026,,,,,,0,FALSE
L-3256,11/26/2025,Cold Outreach,SMB (11-50),FinTech,Priya Patel,Lead,,,,,,,0,FALSE
L-3257,8/24/2025,LinkedIn,Startup (1-10),Marketing,Maria Santos,MQL,8/28/2025,,,,,,0,FALSE
L-3258,3/25/2026,Organic Search,Mid-Market (51-200),Logistics,Priya Patel,Closed Won,3/28/2026,4/7/2026,10,4/7/2026,4/11/2026,4/21/2026,32890.86,FALSE
L-3259,6/16/2025,Paid Ads,Startup (1-10),EdTech,Maria Santos,MQL,6/19/2025,,,,,,0,FALSE
L-3260,6/29/2025,Paid Ads,Mid-Market (51-200),SaaS,Tom Wilson,MQL,6/30/2025,,,,,,0,FALSE
L-3261,2/14/2026,Paid Ads,Enterprise (200+),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-3262,2/1/2026,Organic Search,Mid-Market (51-200),EdTech,James Chen,MQL,2/6/2026,,,,,,0,FALSE
L-3263,9/25/2025,Cold Outreach,Mid-Market (51-200),Marketing,James Chen,MQL,9/30/2025,,,,,,0,FALSE
L-3264,5/13/2025,Paid Ads,Mid-Market (51-200),FinTech,Alex Thompson,Demo Booked,5/14/2025,5/16/2025,2,,,,0,FALSE
L-3265,8/1/2025,LinkedIn,Mid-Market (51-200),HealthTech,James Chen,MQL,8/6/2025,,,,,,0,FALSE
L-3266,3/18/2026,LinkedIn,Mid-Market (51-200),Logistics,Tom Wilson,Lead,,,,,,,0,FALSE
L-3267,12/28/2025,Organic Search,Startup (1-10),Logistics,Maria Santos,MQL,1/1/2026,,,,,,0,FALSE
L-3268,12/23/2025,LinkedIn,SMB (11-50),FinTech,Alex Thompson,Closed Lost,12/27/2025,12/28/2025,1,12/28/2025,1/4/2026,,0,FALSE
L-3269,11/14/2025,Organic Search,Startup (1-10),FinTech,Alex Thompson,Closed Lost,11/17/2025,11/21/2025,4,11/22/2025,11/26/2025,,0,FALSE
L-3270,3/25/2026,Paid Ads,Enterprise (200+),HealthTech,Maria Santos,MQL,3/26/2026,,,,,,0,FALSE
L-3271,7/23/2025,Paid Ads,Mid-Market (51-200),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-3272,12/13/2025,Paid Ads,SMB (11-50),Logistics,Maria Santos,MQL,12/14/2025,,,,,,0,FALSE
L-3273,4/5/2025,Organic Search,Mid-Market (51-200),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-3274,6/19/2025,Paid Ads,Startup (1-10),Logistics,Alex Thompson,MQL,6/23/2025,,,,,,0,FALSE
L-3275,1/5/2026,Paid Ads,SMB (11-50),EdTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-3276,5/23/2025,LinkedIn,SMB (11-50),HR Tech,Tom Wilson,Lead,,,,,,,0,FALSE
L-3277,3/16/2026,Paid Ads,Startup (1-10),Marketing,Priya Patel,Demo Completed,3/21/2026,3/24/2026,3,3/25/2026,,,0,FALSE
L-3278,7/2/2025,Cold Outreach,SMB (11-50),Marketing,Priya Patel,Demo Completed,7/6/2025,7/8/2025,2,7/10/2025,,,0,FALSE
L-3279,11/15/2025,Paid Ads,Mid-Market (51-200),E-commerce,Priya Patel,Lead,,,,,,,0,FALSE
L-3280,1/3/2026,LinkedIn,SMB (11-50),HR Tech,Tom Wilson,Demo Booked,1/7/2026,1/10/2026,3,,,,0,FALSE
L-3281,4/3/2025,LinkedIn,Enterprise (200+),SaaS,Alex Thompson,MQL,4/8/2025,,,,,,0,FALSE
L-3282,4/2/2025,Paid Ads,Enterprise (200+),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-3283,3/6/2026,Cold Outreach,SMB (11-50),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-3284,8/6/2025,Cold Outreach,SMB (11-50),Marketing,Priya Patel,Lead,,,,,,,0,FALSE
L-3285,8/25/2025,Paid Ads,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-3286,5/31/2025,Organic Search,Startup (1-10),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-3287,3/28/2026,Paid Ads,SMB (11-50),Logistics,James Chen,MQL,3/30/2026,,,,,,0,FALSE
L-3288,3/3/2026,Paid Ads,Enterprise (200+),HR Tech,Maria Santos,Closed Lost,3/8/2026,3/18/2026,10,3/18/2026,3/20/2026,,0,FALSE
L-3289,11/12/2025,Cold Outreach,Startup (1-10),FinTech,James Chen,Lead,,,,,,,0,FALSE
L-3290,12/31/2025,Paid Ads,Enterprise (200+),HR Tech,Maria Santos,Demo Booked,1/2/2026,1/6/2026,4,,,,0,FALSE
L-3291,1/4/2026,LinkedIn,Startup (1-10),HealthTech,James Chen,Lead,,,,,,,0,FALSE
L-3292,4/25/2025,Organic Search,Mid-Market (51-200),HR Tech,Tom Wilson,Lead,,,,,,,0,FALSE
L-3293,2/13/2026,Organic Search,SMB (11-50),Marketing,Alex Thompson,Lead,,,,,,,0,FALSE
L-3294,11/8/2025,Paid Ads,SMB (11-50),SaaS,Alex Thompson,Demo Completed,11/11/2025,11/18/2025,7,11/19/2025,,,0,FALSE
L-3295,1/25/2026,Paid Ads,Startup (1-10),Logistics,Priya Patel,MQL,1/28/2026,,,,,,0,FALSE
L-3296,12/31/2025,Referral,SMB (11-50),Marketing,James Chen,MQL,1/2/2026,,,,,,0,FALSE
L-3297,9/16/2025,LinkedIn,Enterprise (200+),HR Tech,Maria Santos,Closed Lost,9/18/2025,9/25/2025,7,9/28/2025,10/4/2025,,0,FALSE
L-3298,11/8/2025,Paid Ads,Mid-Market (51-200),FinTech,James Chen,Lead,,,,,,,0,FALSE
L-3299,12/3/2025,Organic Search,Enterprise (200+),E-commerce,Priya Patel,Demo Completed,12/5/2025,12/8/2025,3,12/11/2025,,,0,FALSE
L-3300,1/13/2026,LinkedIn,Startup (1-10),HR Tech,Priya Patel,Demo Completed,1/16/2026,1/17/2026,1,1/18/2026,,,0,FALSE
L-3301,8/3/2025,Paid Ads,Mid-Market (51-200),EdTech,Priya Patel,Demo Booked,8/7/2025,8/9/2025,2,,,,0,FALSE
L-3302,12/28/2025,Paid Ads,Startup (1-10),SaaS,Alex Thompson,Demo Completed,1/2/2026,1/9/2026,7,1/10/2026,,,0,FALSE
L-3303,9/7/2025,Paid Ads,Enterprise (200+),HR Tech,Maria Santos,Lead,,,,,,,0,FALSE
L-3304,9/23/2025,LinkedIn,Startup (1-10),E-commerce,Alex Thompson,MQL,9/27/2025,,,,,,0,FALSE
L-3305,11/17/2025,LinkedIn,Mid-Market (51-200),SaaS,Tom Wilson,Lead,,,,,,,0,FALSE
L-3306,5/24/2025,Cold Outreach,Mid-Market (51-200),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-3307,1/24/2026,Cold Outreach,SMB (11-50),HealthTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-3308,12/27/2025,LinkedIn,Startup (1-10),HR Tech,James Chen,Demo Completed,12/30/2025,1/8/2026,9,1/10/2026,,,0,FALSE
L-3309,3/31/2026,Organic Search,Mid-Market (51-200),SaaS,James Chen,MQL,4/1/2026,,,,,,0,FALSE
L-3310,12/30/2025,Paid Ads,SMB (11-50),EdTech,Alex Thompson,Demo Booked,1/3/2026,1/7/2026,4,,,,0,FALSE
L-3311,11/2/2025,Cold Outreach,SMB (11-50),Marketing,James Chen,Closed Lost,11/6/2025,11/9/2025,3,11/9/2025,11/11/2025,,0,FALSE
L-3312,10/10/2025,Paid Ads,Startup (1-10),HR Tech,Maria Santos,Churned,10/12/2025,10/25/2025,13,10/25/2025,10/31/2025,11/10/2025,3717.51,TRUE
L-3313,10/24/2025,Organic Search,Mid-Market (51-200),SaaS,Alex Thompson,Demo Booked,10/26/2025,10/30/2025,4,,,,0,FALSE
L-3314,2/6/2026,Paid Ads,SMB (11-50),Logistics,Alex Thompson,Demo Completed,2/11/2026,2/21/2026,10,2/23/2026,,,0,FALSE
L-3315,2/27/2026,Organic Search,SMB (11-50),EdTech,Alex Thompson,Demo Completed,3/3/2026,3/4/2026,1,3/6/2026,,,0,FALSE
L-3316,6/7/2025,Organic Search,Mid-Market (51-200),E-commerce,Alex Thompson,Lead,,,,,,,0,FALSE
L-3317,3/9/2026,Referral,SMB (11-50),FinTech,Priya Patel,Demo Completed,3/14/2026,3/25/2026,11,3/25/2026,,,0,FALSE
L-3318,8/30/2025,LinkedIn,Startup (1-10),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-3319,3/7/2026,Paid Ads,Startup (1-10),SaaS,Maria Santos,MQL,3/11/2026,,,,,,0,FALSE
L-3320,1/6/2026,Cold Outreach,SMB (11-50),FinTech,Tom Wilson,Demo Booked,1/7/2026,1/10/2026,3,,,,0,FALSE
L-3321,4/5/2025,LinkedIn,Mid-Market (51-200),Marketing,Alex Thompson,Lead,,,,,,,0,FALSE
L-3322,8/27/2025,Paid Ads,Startup (1-10),Logistics,James Chen,Lead,,,,,,,0,FALSE
L-3323,6/30/2025,LinkedIn,Startup (1-10),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-3324,3/4/2026,Paid Ads,SMB (11-50),FinTech,Alex Thompson,MQL,3/8/2026,,,,,,0,FALSE
L-3325,12/1/2025,Organic Search,Startup (1-10),FinTech,Alex Thompson,Demo Completed,12/4/2025,12/6/2025,2,12/6/2025,,,0,FALSE
L-3326,9/2/2025,Organic Search,Enterprise (200+),HealthTech,James Chen,Lead,,,,,,,0,FALSE
L-3327,5/6/2025,LinkedIn,Startup (1-10),EdTech,Priya Patel,MQL,5/11/2025,,,,,,0,FALSE
L-3328,1/5/2026,Referral,Mid-Market (51-200),HR Tech,Priya Patel,Demo Completed,1/7/2026,1/10/2026,3,1/10/2026,,,0,FALSE
L-3329,5/13/2025,Referral,Enterprise (200+),SaaS,Tom Wilson,Lead,,,,,,,0,FALSE
L-3330,4/18/2025,Paid Ads,Startup (1-10),Marketing,Tom Wilson,MQL,4/23/2025,,,,,,0,FALSE
L-3331,10/12/2025,Paid Ads,SMB (11-50),HealthTech,Tom Wilson,MQL,10/15/2025,,,,,,0,FALSE
L-3332,1/28/2026,Paid Ads,Startup (1-10),HealthTech,Tom Wilson,Demo Booked,1/30/2026,2/1/2026,2,,,,0,FALSE
L-3333,6/17/2025,LinkedIn,Mid-Market (51-200),HealthTech,Priya Patel,MQL,6/21/2025,,,,,,0,FALSE
L-3334,12/4/2025,Referral,SMB (11-50),Marketing,Maria Santos,Closed Lost,12/6/2025,12/7/2025,1,12/10/2025,12/13/2025,,0,FALSE
L-3335,4/12/2025,Paid Ads,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-3336,10/6/2025,Cold Outreach,Startup (1-10),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-3337,9/24/2025,Cold Outreach,Startup (1-10),HR Tech,Priya Patel,MQL,9/28/2025,,,,,,0,FALSE
L-3338,7/25/2025,LinkedIn,Startup (1-10),HR Tech,James Chen,MQL,7/29/2025,,,,,,0,FALSE
L-3339,2/23/2026,Paid Ads,SMB (11-50),SaaS,Priya Patel,Demo Booked,2/24/2026,3/6/2026,10,,,,0,FALSE
L-3340,1/19/2026,Organic Search,Mid-Market (51-200),FinTech,James Chen,Closed Lost,1/21/2026,1/25/2026,4,1/27/2026,2/1/2026,,0,FALSE
L-3341,8/5/2025,Cold Outreach,SMB (11-50),SaaS,James Chen,Demo Completed,8/9/2025,8/15/2025,6,8/15/2025,,,0,FALSE
L-3342,3/2/2026,Organic Search,Mid-Market (51-200),HealthTech,Alex Thompson,Demo Booked,3/6/2026,3/8/2026,2,,,,0,FALSE
L-3343,8/25/2025,LinkedIn,SMB (11-50),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-3344,2/28/2026,Organic Search,SMB (11-50),SaaS,Tom Wilson,Demo Completed,3/4/2026,3/5/2026,1,3/7/2026,,,0,FALSE
L-3345,9/20/2025,LinkedIn,Startup (1-10),EdTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-3346,2/12/2026,Organic Search,Enterprise (200+),HealthTech,James Chen,Lead,,,,,,,0,FALSE
L-3347,9/7/2025,Cold Outreach,Enterprise (200+),FinTech,James Chen,Lead,,,,,,,0,FALSE
L-3348,1/3/2026,Paid Ads,Mid-Market (51-200),Logistics,Priya Patel,Lead,,,,,,,0,FALSE
L-3349,1/14/2026,Paid Ads,Mid-Market (51-200),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-3350,8/11/2025,Paid Ads,Enterprise (200+),FinTech,Maria Santos,Lead,,,,,,,0,FALSE
L-3351,11/2/2025,Organic Search,SMB (11-50),Marketing,Priya Patel,Lead,,,,,,,0,FALSE
L-3352,5/21/2025,Paid Ads,SMB (11-50),HR Tech,Alex Thompson,MQL,5/25/2025,,,,,,0,FALSE
L-3353,9/18/2025,Paid Ads,SMB (11-50),HealthTech,Priya Patel,MQL,9/20/2025,,,,,,0,FALSE
L-3354,12/19/2025,Organic Search,Startup (1-10),Marketing,Alex Thompson,Demo Completed,12/24/2025,1/2/2026,9,1/3/2026,,,0,FALSE
L-3355,5/8/2025,LinkedIn,Mid-Market (51-200),Logistics,Maria Santos,Demo Booked,5/12/2025,5/23/2025,11,,,,0,FALSE
L-3356,4/12/2025,LinkedIn,Startup (1-10),E-commerce,Priya Patel,Lead,,,,,,,0,FALSE
L-3357,9/27/2025,Paid Ads,Mid-Market (51-200),Marketing,Priya Patel,Lead,,,,,,,0,FALSE
L-3358,12/16/2025,Paid Ads,SMB (11-50),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-3359,11/18/2025,Cold Outreach,Enterprise (200+),SaaS,Priya Patel,MQL,11/21/2025,,,,,,0,FALSE
L-3360,8/22/2025,Paid Ads,Mid-Market (51-200),Marketing,Alex Thompson,Lead,,,,,,,0,FALSE
L-3361,4/15/2025,LinkedIn,SMB (11-50),Logistics,Priya Patel,MQL,4/16/2025,,,,,,0,FALSE
L-3362,12/11/2025,Paid Ads,Enterprise (200+),E-commerce,James Chen,Lead,,,,,,,0,FALSE
L-3363,11/28/2025,Cold Outreach,Enterprise (200+),Logistics,Tom Wilson,Lead,,,,,,,0,FALSE
L-3364,10/17/2025,Referral,Mid-Market (51-200),HR Tech,James Chen,Closed Won,10/19/2025,10/20/2025,1,10/23/2025,10/30/2025,11/14/2025,18881.3,FALSE
L-3365,1/4/2026,Organic Search,SMB (11-50),EdTech,Maria Santos,Demo Booked,1/6/2026,1/9/2026,3,,,,0,FALSE
L-3366,11/24/2025,Referral,SMB (11-50),SaaS,Priya Patel,Demo Completed,11/28/2025,12/2/2025,4,12/4/2025,,,0,FALSE
L-3367,8/24/2025,Paid Ads,Mid-Market (51-200),EdTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-3368,5/14/2025,Organic Search,SMB (11-50),Marketing,James Chen,Lead,,,,,,,0,FALSE
L-3369,6/6/2025,LinkedIn,SMB (11-50),EdTech,Priya Patel,MQL,6/8/2025,,,,,,0,FALSE
L-3370,7/14/2025,Cold Outreach,Startup (1-10),HealthTech,Priya Patel,MQL,7/18/2025,,,,,,0,FALSE
L-3371,7/4/2025,LinkedIn,Mid-Market (51-200),EdTech,Tom Wilson,MQL,7/5/2025,,,,,,0,FALSE
L-3372,8/21/2025,LinkedIn,SMB (11-50),E-commerce,Priya Patel,Lead,,,,,,,0,FALSE
L-3373,4/28/2025,Organic Search,SMB (11-50),HealthTech,Maria Santos,Demo Completed,4/29/2025,5/6/2025,7,5/8/2025,,,0,FALSE
L-3374,8/17/2025,Cold Outreach,Mid-Market (51-200),SaaS,Maria Santos,Lead,,,,,,,0,FALSE
L-3375,8/23/2025,LinkedIn,Enterprise (200+),Marketing,Tom Wilson,Demo Booked,8/26/2025,9/5/2025,10,,,,0,FALSE
L-3376,12/4/2025,LinkedIn,Enterprise (200+),SaaS,James Chen,MQL,12/9/2025,,,,,,0,FALSE
L-3377,1/10/2026,LinkedIn,Mid-Market (51-200),HR Tech,Tom Wilson,Demo Completed,1/12/2026,1/23/2026,11,1/26/2026,,,0,FALSE
L-3378,1/12/2026,Organic Search,Mid-Market (51-200),EdTech,Tom Wilson,MQL,1/13/2026,,,,,,0,FALSE
L-3379,1/30/2026,LinkedIn,Enterprise (200+),FinTech,Tom Wilson,MQL,1/31/2026,,,,,,0,FALSE
L-3380,5/9/2025,Organic Search,Startup (1-10),Logistics,Maria Santos,Demo Booked,5/13/2025,5/19/2025,6,,,,0,FALSE
L-3381,9/3/2025,LinkedIn,Startup (1-10),HR Tech,Alex Thompson,MQL,9/6/2025,,,,,,0,FALSE
L-3382,8/2/2025,Organic Search,Enterprise (200+),EdTech,James Chen,MQL,8/6/2025,,,,,,0,FALSE
L-3383,4/3/2025,Organic Search,Mid-Market (51-200),HR Tech,Priya Patel,MQL,4/8/2025,,,,,,0,FALSE
L-3384,9/19/2025,Paid Ads,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-3385,6/23/2025,Paid Ads,Mid-Market (51-200),FinTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-3386,10/27/2025,Organic Search,SMB (11-50),FinTech,Tom Wilson,MQL,10/31/2025,,,,,,0,FALSE
L-3387,7/20/2025,Paid Ads,SMB (11-50),SaaS,Tom Wilson,Lead,,,,,,,0,FALSE
L-3388,9/5/2025,Referral,SMB (11-50),HealthTech,Priya Patel,Closed Lost,9/10/2025,9/15/2025,5,9/18/2025,9/25/2025,,0,FALSE
L-3389,12/6/2025,LinkedIn,Startup (1-10),FinTech,James Chen,Demo Booked,12/7/2025,12/18/2025,11,,,,0,FALSE
L-3390,12/20/2025,Paid Ads,Startup (1-10),FinTech,Tom Wilson,Demo Completed,12/25/2025,12/27/2025,2,12/30/2025,,,0,FALSE
L-3391,5/1/2025,Cold Outreach,Startup (1-10),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-3392,10/20/2025,LinkedIn,Mid-Market (51-200),Marketing,Alex Thompson,Demo Completed,10/22/2025,11/1/2025,10,11/2/2025,,,0,FALSE
L-3393,1/21/2026,Organic Search,SMB (11-50),HR Tech,Priya Patel,Demo Completed,1/22/2026,1/29/2026,7,2/1/2026,,,0,FALSE
L-3394,7/20/2025,Organic Search,Enterprise (200+),SaaS,Maria Santos,MQL,7/24/2025,,,,,,0,FALSE
L-3395,7/24/2025,Cold Outreach,SMB (11-50),EdTech,Priya Patel,MQL,7/29/2025,,,,,,0,FALSE
L-3396,4/21/2025,LinkedIn,Enterprise (200+),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-3397,2/26/2026,Paid Ads,Startup (1-10),EdTech,James Chen,Demo Completed,3/2/2026,3/6/2026,4,3/7/2026,,,0,FALSE
L-3398,10/1/2025,Referral,SMB (11-50),FinTech,Maria Santos,Closed Lost,10/3/2025,10/17/2025,14,10/20/2025,10/22/2025,,0,FALSE
L-3399,6/21/2025,Paid Ads,SMB (11-50),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-3400,12/11/2025,LinkedIn,Startup (1-10),E-commerce,James Chen,Demo Booked,12/13/2025,12/15/2025,2,,,,0,FALSE
L-3401,1/4/2026,LinkedIn,Mid-Market (51-200),FinTech,Maria Santos,Lead,,,,,,,0,FALSE
L-3402,7/14/2025,Paid Ads,Mid-Market (51-200),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-3403,3/16/2026,Paid Ads,Startup (1-10),SaaS,James Chen,MQL,3/21/2026,,,,,,0,FALSE
L-3404,2/19/2026,Organic Search,SMB (11-50),EdTech,Priya Patel,Lead,,,,,,,0,FALSE
L-3405,2/15/2026,Paid Ads,SMB (11-50),HR Tech,Tom Wilson,Lead,,,,,,,0,FALSE
L-3406,12/25/2025,Paid Ads,Startup (1-10),HealthTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-3407,11/2/2025,Referral,SMB (11-50),HealthTech,Priya Patel,Closed Lost,11/6/2025,11/10/2025,4,11/12/2025,11/19/2025,,0,FALSE
L-3408,2/12/2026,Paid Ads,SMB (11-50),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-3409,2/17/2026,Organic Search,Startup (1-10),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-3410,12/28/2025,Paid Ads,Enterprise (200+),Logistics,Tom Wilson,Demo Completed,12/30/2025,1/12/2026,13,1/12/2026,,,0,FALSE
L-3411,7/21/2025,Organic Search,Enterprise (200+),HR Tech,Tom Wilson,Lead,,,,,,,0,FALSE
L-3412,5/19/2025,Paid Ads,SMB (11-50),SaaS,James Chen,Lead,,,,,,,0,FALSE
L-3413,10/3/2025,Organic Search,SMB (11-50),Logistics,Alex Thompson,Demo Booked,10/4/2025,10/5/2025,1,,,,0,FALSE
L-3414,2/25/2026,LinkedIn,SMB (11-50),FinTech,Priya Patel,MQL,2/28/2026,,,,,,0,FALSE
L-3415,6/12/2025,Organic Search,Mid-Market (51-200),Logistics,James Chen,MQL,6/15/2025,,,,,,0,FALSE
L-3416,9/19/2025,Paid Ads,Mid-Market (51-200),SaaS,Tom Wilson,MQL,9/21/2025,,,,,,0,FALSE
L-3417,1/15/2026,Organic Search,Startup (1-10),EdTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-3418,1/19/2026,Paid Ads,Mid-Market (51-200),Marketing,James Chen,Lead,,,,,,,0,FALSE
L-3419,9/20/2025,Organic Search,SMB (11-50),Marketing,Tom Wilson,Lead,,,,,,,0,FALSE
L-3420,8/25/2025,Paid Ads,Startup (1-10),EdTech,Alex Thompson,MQL,8/29/2025,,,,,,0,FALSE
L-3421,12/19/2025,Referral,Startup (1-10),HR Tech,Maria Santos,Closed Lost,12/20/2025,12/25/2025,5,12/28/2025,1/1/2026,,0,FALSE
L-3422,10/17/2025,Paid Ads,Mid-Market (51-200),E-commerce,Alex Thompson,Demo Completed,10/21/2025,10/28/2025,7,10/31/2025,,,0,FALSE
L-3423,4/3/2025,Paid Ads,Enterprise (200+),Logistics,Priya Patel,Lead,,,,,,,0,FALSE
L-3424,1/6/2026,Organic Search,Startup (1-10),FinTech,Alex Thompson,MQL,1/10/2026,,,,,,0,FALSE
L-3425,10/29/2025,LinkedIn,Mid-Market (51-200),SaaS,James Chen,MQL,11/2/2025,,,,,,0,FALSE
L-3426,12/20/2025,Organic Search,SMB (11-50),SaaS,Priya Patel,Demo Completed,12/23/2025,12/26/2025,3,12/26/2025,,,0,FALSE
L-3427,5/20/2025,Referral,Startup (1-10),SaaS,Priya Patel,Lead,,,,,,,0,FALSE
L-3428,5/26/2025,Paid Ads,Enterprise (200+),EdTech,Tom Wilson,MQL,5/29/2025,,,,,,0,FALSE
L-3429,1/20/2026,LinkedIn,Mid-Market (51-200),Logistics,Priya Patel,Lead,,,,,,,0,FALSE
L-3430,1/2/2026,Paid Ads,SMB (11-50),SaaS,James Chen,MQL,1/7/2026,,,,,,0,FALSE
L-3431,12/13/2025,LinkedIn,Mid-Market (51-200),EdTech,James Chen,Lead,,,,,,,0,FALSE
L-3432,5/15/2025,Paid Ads,SMB (11-50),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-3433,11/13/2025,Organic Search,Mid-Market (51-200),Marketing,Priya Patel,MQL,11/18/2025,,,,,,0,FALSE
L-3434,8/4/2025,Organic Search,Startup (1-10),HR Tech,Alex Thompson,Lead,,,,,,,0,FALSE
L-3435,9/11/2025,Organic Search,SMB (11-50),Logistics,Tom Wilson,Closed Lost,9/16/2025,9/18/2025,2,9/21/2025,9/28/2025,,0,FALSE
L-3436,7/28/2025,Referral,Startup (1-10),SaaS,Alex Thompson,Demo Completed,8/2/2025,8/9/2025,7,8/9/2025,,,0,FALSE
L-3437,4/3/2025,Organic Search,Mid-Market (51-200),HR Tech,Maria Santos,Demo Completed,4/4/2025,4/15/2025,11,4/15/2025,,,0,FALSE
L-3438,8/11/2025,Organic Search,Startup (1-10),HR Tech,Priya Patel,Demo Completed,8/15/2025,8/16/2025,1,8/16/2025,,,0,FALSE
L-3439,9/27/2025,Paid Ads,Mid-Market (51-200),Logistics,Alex Thompson,Lead,,,,,,,0,FALSE
L-3440,2/22/2026,Organic Search,SMB (11-50),HealthTech,Tom Wilson,Demo Completed,2/25/2026,2/27/2026,2,3/2/2026,,,0,FALSE
L-3441,9/8/2025,Referral,Startup (1-10),SaaS,Tom Wilson,MQL,9/9/2025,,,,,,0,FALSE
L-3442,12/22/2025,Paid Ads,SMB (11-50),HR Tech,James Chen,Demo Completed,12/23/2025,1/2/2026,10,1/2/2026,,,0,FALSE
L-3443,8/30/2025,Organic Search,SMB (11-50),HealthTech,Tom Wilson,Demo Completed,9/4/2025,9/8/2025,4,9/8/2025,,,0,FALSE
L-3444,10/28/2025,Referral,Mid-Market (51-200),SaaS,Tom Wilson,Demo Completed,10/29/2025,11/2/2025,4,11/4/2025,,,0,FALSE
L-3445,10/5/2025,Paid Ads,Mid-Market (51-200),E-commerce,Tom Wilson,MQL,10/6/2025,,,,,,0,FALSE
L-3446,6/11/2025,Paid Ads,Enterprise (200+),SaaS,James Chen,Closed Lost,6/13/2025,6/20/2025,7,6/22/2025,6/23/2025,,0,FALSE
L-3447,12/10/2025,LinkedIn,SMB (11-50),HealthTech,Priya Patel,Closed Lost,12/15/2025,12/17/2025,2,12/20/2025,12/26/2025,,0,FALSE
L-3448,4/17/2025,Cold Outreach,Startup (1-10),Logistics,James Chen,Lead,,,,,,,0,FALSE
L-3449,11/6/2025,Cold Outreach,Enterprise (200+),EdTech,Maria Santos,Demo Booked,11/7/2025,11/8/2025,1,,,,0,FALSE
L-3450,3/9/2026,Paid Ads,Startup (1-10),HealthTech,James Chen,Lead,,,,,,,0,FALSE
L-3451,5/1/2025,LinkedIn,Mid-Market (51-200),SaaS,James Chen,MQL,5/4/2025,,,,,,0,FALSE
L-3452,11/6/2025,LinkedIn,Mid-Market (51-200),E-commerce,Maria Santos,Lead,,,,,,,0,FALSE
L-3453,11/7/2025,Paid Ads,Mid-Market (51-200),EdTech,Tom Wilson,MQL,11/12/2025,,,,,,0,FALSE
L-3454,3/27/2026,Cold Outreach,Mid-Market (51-200),FinTech,Tom Wilson,Lead,,,,,,,0,FALSE
L-3455,10/1/2025,Paid Ads,Mid-Market (51-200),FinTech,Alex Thompson,Demo Booked,10/3/2025,10/8/2025,5,,,,0,FALSE
L-3456,3/19/2026,Paid Ads,Startup (1-10),Marketing,Maria Santos,Lead,,,,,,,0,FALSE
L-3457,1/3/2026,LinkedIn,Startup (1-10),Logistics,Maria Santos,Lead,,,,,,,0,FALSE
L-3458,4/20/2025,Referral,SMB (11-50),HealthTech,Alex Thompson,Lead,,,,,,,0,FALSE
L-3459,9/14/2025,Organic Search,Startup (1-10),Logistics,Tom Wilson,MQL,9/19/2025,,,,,,0,FALSE
L-3460,4/18/2025,Paid Ads,SMB (11-50),EdTech,Tom Wilson,MQL,4/20/2025,,,,,,0,FALSE
L-3461,1/11/2026,Organic Search,SMB (11-50),Logistics,Tom Wilson,MQL,1/16/2026,,,,,,0,FALSE
L-3462,8/11/2025,Cold Outreach,SMB (11-50),FinTech,Priya Patel,Demo Completed,8/14/2025,8/28/2025,14,8/30/2025,,,0,FALSE
L-3463,9/9/2025,LinkedIn,Mid-Market (51-200),Logistics,James Chen,Lead,,,,,,,0,FALSE
